x
90288.4980833707
93979.1125486003
97669.7270138299
101360.34147906
105050.955944289
108741.570409519
112509.470328707
116277.370247895
120045.270167084
123813.170086272
127581.07000546
131332.956703345
135084.843401231
138836.730099116
142588.616797001
146340.503494886
150232.735148853
154124.96680282
158017.198456787
161909.430110753
165801.66176472
169818.334618149
173835.007471578
177851.680325007
181868.353178436
185885.026031865
189952.403140671
194019.780249476
198087.157358282
202154.534467088
206221.911575893
210445.015924763
214668.120273632
218891.224622501
223114.32897137
227337.43332024
231892.177864765
236446.922409291
241001.666953816
245556.411498342
250111.156042867
254999.555895946
259887.955749024
264776.355602103
269664.755455181
274553.15530826
279708.412053527
284863.668798794
290018.925544061
295174.182289328
300329.439034595
305695.647061391
311061.855088187
316428.063114983
321794.271141779
327160.479168575
332796.13023528
338431.781301984
344067.432368689
349703.083435394
355338.734502099
361207.469397042
367076.204291985
372944.939186928
378813.674081871
384682.408976814
390827.5015497
396972.594122587
403117.686695473
409262.779268359
415407.871841245
421832.56984149
428257.267841734
434681.965841979
441106.663842223
447531.361842468
454179.942754248
460828.523666028
467477.104577809
474125.685489589
480774.266401369
487446.675751603
494232.231654265
501132.495193984
508149.033242684
515283.417887509
522537.225636923
529912.03661131
537409.4337143
545031.001866445
552778.327095147
560652.995589365
568656.592914693
576790.702863206
585056.906640837
593456.781868777
601991.901362439
610663.832272676
619474.134698702
628424.361231636
637516.054734116
646750.74834134
656129.963255427
665655.208155897
675327.977776915
685149.751359192
695121.991861151
705246.144100783
715523.633781949
725955.865729211
736544.223005969
747290.06489536
758194.725917964
769259.514082606
780485.709732385
791874.563386807
803427.294999562
815145.091714322
827029.107013003
839080.458284064
851300.226187551
863689.451991023
876249.13696944
888980.240062588
901883.67670781
914960.316727026
928210.983027386
941636.449945848
955237.441344095
969014.629258496
982968.631583434
997100.011616562
1011409.27523682
1025896.86954729
1040563.18170636
1055408.53684997
1070433.1963185
1085637.35676033
1101021.14754521
1116584.62989569
1132327.79511081
1148250.56325048
1164352.78075138
1180634.21997426
1197094.57718748
1213733.471389
1230550.44230566
1247544.94966819
1264716.37164695
1282064.00335458
1299587.055552
1317284.65373138
1335155.8370885
1353199.55620896
1371414.67339943
1389799.96076302
1408354.099554
1427075.67894662
1445963.19557365
1465015.05195273
1484229.5567074
1503604.92304314
1523139.2683743
1542830.61362239
1562676.88307433
1582675.90324212
1602825.40329692
1623123.01426224
1643566.26847292
1664152.60030543
1684879.3454714
1705743.74071036
1726742.9250084
1747873.93843269
1769133.72312787
1790519.12375492
1812026.88712519
1833653.66353647
1855396.00724358
1877250.37616019
1899213.13394094
1921252.44871053
1943363.67574593
1965542.06656693
1987782.76941756
2010080.83051185
2032431.19519945
2054828.70947428
2077268.12088406
2099744.08092726
2122251.14592651
2144783.77855087
2167336.35071493
2189903.14422303
2212478.35322845
2235056.08692324
2257630.37068859
2280195.14911363
2302744.28822919
2325271.57745109
2347770.73281198
2370235.39991287
2392659.1550999
2415035.51019724
2437357.91396566
2459619.75625863
2481814.3699646
2503935.03529052
2525974.98255982
2547927.39495484
2569785.413228
2591542.13770596
2613190.63343691
2634723.93255489
2656135.03850601
2677416.92967446
2698562.56393671
2719564.88085235
2740416.80800413
2761111.26253437
2781641.1573368
2801999.40381553
2822178.9163836
2842172.6169799
2861973.43922146
2881574.33181653
2900968.26460517
2920148.23108528
2939107.25363508
2957838.38843401
2976334.72832147
2994589.40888389
3012595.61188273
3030346.56953226
3047835.56996562
3065055.96001771
3082001.15171259
3098664.62425757
3115039.93106377
3131120.70106825
3146900.64641898
3162373.56393302
3177533.34089817
3192373.95878367
3206889.49781973
3221074.14031958
3234922.17603232
3248428.00503468
3261586.14225216
3274391.22129016
3286837.99825437
3298921.35532013
3310636.30538803
3321977.99416869
3332941.70510713
3343522.86167318
3353717.03195153
3363519.931314
3372927.42495309
3381935.5321182
3390540.42861893
3398738.44917901
3406526.0910398
3413900.01618044
3420857.05374519
3427394.20282329
3433508.63427456
3439197.69280829
3444458.90027498
3449289.95595885
3453688.73929026
3457653.31065297
3461181.9147002
3464272.97935644
3466925.11846002
3469137.13321989
3470908.01214251
3472236.93170633
3473123.25905707
3473566.54944691
3473566.54944691
