0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.446877639,0.456026821,0.475147268,0.489246672,0.511082215,0.528196621,0.603470941,0.700738521,0.708147194,0.72287818,0.857577264,0.947425476,1.007997309,1.007427379,1.015406242,0.985514766,1.021136964,1.008623852,0.969191962,0.929762792,0.89043266,0.851000972,0.819456371,0.81545906,0.811490951,0.807609774,0.803641136,0.799666443,0.795773886,0.791788714,0.772081538,0.732674847,0.693259205,0.653859108,0.614408781,0.574980571,0.535569894,0.496117536,0.456681698,0.417258503,0.41726896,0.417288589,0.417270922,0.417261045,0.417258483,0.417291986,0.417266294,0.41728744,0.417265382
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.72620437,5.749604307,5.691374953,5.869494884,6.121985832,6.326921466,5.865062276,4.216608673,4.006003422,4.028167761,4.268044233,3.935575798,3.563427744,3.024830374,2.733261422,2.536722091,2.150151778,1.998497157,1.874042636,1.749588116,1.625133596,1.500679075,1.401115458,1.388670007,1.376224555,1.363779102,1.351333651,1.338888199,1.326442746,1.313997295,1.251770034,1.127315514,1.002860994,0.878406474,0.753951953,0.629497433,0.505042913,0.380588392,0.256133872,0.131679352,0.131679352,0.131679352,0.131679352,0.131679352,0.131679352,0.131679352,0.131679352,0.131679352,0.131679352
0.984019612,0.992798445,1.108416204,1.093827379,1.109985674,1.131191267,1.176508097,1.180385119,1.175707365,1.179320629,1.209209814,1.193967237,1.145702059,0.992220809,0.866360981,0.766153934,0.70111335,0.629842427,0.611926875,0.594011323,0.576095772,0.55818022,0.543847779,0.542056224,0.540264668,0.538473113,0.536681558,0.534890003,0.533098448,0.531306893,0.522349117,0.504433565,0.486518013,0.468602462,0.45068691,0.432771358,0.414855807,0.396940255,0.379024703,0.361109152,0.361109152,0.361109152,0.361109152,0.361109152,0.361109152,0.361109152,0.361109152,0.361109152,0.361109152
2.714394017,2.767571228,3.126086931,3.111258026,3.187812231,3.262077407,3.59561791,4.013929437,4.040651031,4.05909706,4.210403811,4.377043996,4.471444675,4.106058901,3.769944109,3.491052542,3.334782435,3.081988221,2.945077592,2.808166965,2.671256339,2.53434571,2.424817208,2.411126145,2.397435083,2.38374402,2.370052957,2.356361894,2.342670832,2.328979769,2.260524455,2.123613827,1.9867032,1.849792573,1.712881945,1.575971317,1.43906069,1.302150062,1.165239435,1.028328807,1.028328807,1.028328807,1.028328807,1.028328807,1.028328807,1.028328807,1.028328807,1.028328807,1.028328807
6.79230076,6.886397939,7.047098902,7.25374665,7.64989696,7.911722491,8.594245221,8.993335742,8.987908334,9.046282161,9.558394294,9.460480325,9.50272285,8.939815294,8.377741605,8.264709338,8.040347201,7.522416813,7.123151266,6.723885716,6.324620168,5.925354618,5.605942179,5.566015626,5.526089071,5.486162515,5.446235959,5.406309407,5.366382851,5.326456296,5.12682352,4.727557973,4.328292423,3.929026875,3.529761325,3.130495777,2.731230229,2.33196468,1.932699131,1.533433582,1.533433582,1.533433582,1.533433582,1.533433582,1.533433582,1.533433582,1.533433582,1.533433582,1.533433582
0.130041123,0.136937457,0.14915622,0.156699852,0.166298854,0.17613403,0.201468491,0.202852525,0.200481405,0.201455944,0.209517685,0.216236106,0.213562522,0.212992756,0.205304877,0.191770671,0.167893814,0.147164776,0.141834246,0.136503716,0.131173186,0.125842655,0.121578231,0.121045178,0.120512125,0.119979072,0.119446019,0.118912966,0.118379913,0.11784686,0.115181595,0.109851065,0.104520534,0.099190004,0.093859474,0.088528944,0.083198413,0.077867883,0.072537353,0.067206823,0.067206823,0.067206823,0.067206823,0.067206823,0.067206823,0.067206823,0.067206823,0.067206823,0.067206823
0.109823089,0.112091811,0.140472768,0.147344235,0.142804572,0.148730289,0.171330305,0.195747888,0.197824006,0.199158222,0.211000336,0.216596467,0.210469031,0.20635386,0.197052667,0.183936309,0.172405912,0.159707366,0.156897384,0.154087403,0.151277421,0.14846744,0.146219455,0.145938457,0.145657458,0.14537646,0.145095462,0.144814464,0.144533466,0.144252468,0.142847477,0.140037496,0.137227514,0.134417533,0.131607551,0.12879757,0.125987588,0.123177607,0.120367625,0.117557644,0.117557644,0.117557644,0.117557644,0.117557644,0.117557644,0.117557644,0.117557644,0.117557644,0.117557644
