"","Temp","FUND","high","low","mid","Model"
"66","2","SIS",NA,NA,-2.45540932193092,"AgMIP_NoN"
"67","2","CHI",NA,NA,0.23611021477527,"AgMIP_NoN"
"68","2","JPK",NA,NA,10.5713408236891,"AgMIP_NoN"
"69","2","SEA",NA,NA,1.14088006153198,"AgMIP_NoN"
"70","2","SAS",NA,NA,-5.00501269310586,"AgMIP_NoN"
"71","2","CAN",NA,NA,24.4302553397191,"AgMIP_NoN"
"72","2","USA",NA,NA,-14.6662368633267,"AgMIP_NoN"
"73","2","CAM",NA,NA,-25.0964491949731,"AgMIP_NoN"
"74","2","SAM",NA,NA,2.22018532026879,"AgMIP_NoN"
"75","2","WEU",NA,NA,10.8075113675912,"AgMIP_NoN"
"76","2","CEE",NA,NA,9.27031990864128,"AgMIP_NoN"
"77","2","FSU",NA,NA,10.4234169994988,"AgMIP_NoN"
"78","2","MDE",NA,NA,10.6687435896328,"AgMIP_NoN"
"79","2","NAF",NA,NA,5.42412155910556,"AgMIP_NoN"
"80","2","SSA",NA,NA,-1.91493809509465,"AgMIP_NoN"
"81","3","ANZ",NA,NA,12.4771844859768,"AgMIP_NoN"
"82","3","SIS",NA,NA,-7.5432257128691,"AgMIP_NoN"
"83","3","CHI",NA,NA,-3.49060965223326,"AgMIP_NoN"
"84","3","JPK",NA,NA,9.61937618699531,"AgMIP_NoN"
"85","3","SEA",NA,NA,-5.53463428317229,"AgMIP_NoN"
"86","3","SAS",NA,NA,-19.9440850522518,"AgMIP_NoN"
"87","3","CAN",NA,NA,16.5311471527123,"AgMIP_NoN"
"88","3","USA",NA,NA,-18.9885529182618,"AgMIP_NoN"
"89","3","CAM",NA,NA,-48.9214378101955,"AgMIP_NoN"
"90","3","SAM",NA,NA,2.59810488540014,"AgMIP_NoN"
"91","3","WEU",NA,NA,11.9078044092109,"AgMIP_NoN"
"92","3","CEE",NA,NA,9.21576832824129,"AgMIP_NoN"
"93","3","FSU",NA,NA,10.6158368917658,"AgMIP_NoN"
"94","3","MDE",NA,NA,8.203103260415,"AgMIP_NoN"
"95","3","NAF",NA,NA,0.459793741563422,"AgMIP_NoN"
"96","3","SSA",NA,NA,-6.99004236518335,"AgMIP_NoN"
"97","1","ANZ",NA,NA,-6.27858147777311,"AgMIP_All"
"98","1","SIS",NA,NA,1.55657414504186,"AgMIP_All"
"99","1","CHI",NA,NA,5.60722965464692,"AgMIP_All"
"100","1","JPK",NA,NA,19.8254459529603,"AgMIP_All"
"101","1","SEA",NA,NA,3.77117745384276,"AgMIP_All"
"102","1","SAS",NA,NA,1.33207050140435,"AgMIP_All"
"103","1","CAN",NA,NA,8.80336694267706,"AgMIP_All"
"104","1","USA",NA,NA,-1.91844416235742,"AgMIP_All"
"105","1","CAM",NA,NA,4.00950481766441,"AgMIP_All"
"106","1","SAM",NA,NA,2.74906917311523,"AgMIP_All"
"107","1","WEU",NA,NA,8.92845516342353,"AgMIP_All"
"108","1","CEE",NA,NA,7.50162500401635,"AgMIP_All"
"109","1","FSU",NA,NA,9.03058736034865,"AgMIP_All"
"110","1","MDE",NA,NA,14.6306347433793,"AgMIP_All"
"111","1","NAF",NA,NA,7.64060334703414,"AgMIP_All"
"112","1","SSA",NA,NA,1.006108285102,"AgMIP_All"
"113","2","ANZ",NA,NA,-3.4132694168038,"AgMIP_All"
"114","2","SIS",NA,NA,2.12427109374127,"AgMIP_All"
"115","2","CHI",NA,NA,11.5724881460256,"AgMIP_All"
"116","2","JPK",NA,NA,31.1284135092916,"AgMIP_All"
"117","2","SEA",NA,NA,5.49465981568843,"AgMIP_All"
"118","2","SAS",NA,NA,-0.578061475518204,"AgMIP_All"
"119","2","CAN",NA,NA,18.9063328790511,"AgMIP_All"
"120","2","USA",NA,NA,-5.35696971131846,"AgMIP_All"
"121","2","CAM",NA,NA,0.772247475215734,"AgMIP_All"
"122","2","SAM",NA,NA,4.16728061200449,"AgMIP_All"
"123","2","WEU",NA,NA,11.7972797972335,"AgMIP_All"
"124","2","CEE",NA,NA,8.46652716003999,"AgMIP_All"
"125","2","FSU",NA,NA,13.5444339511838,"AgMIP_All"
"126","2","MDE",NA,NA,16.9937997104791,"AgMIP_All"
"127","2","NAF",NA,NA,9.54866605059245,"AgMIP_All"
"128","2","SSA",NA,NA,2.05919206649842,"AgMIP_All"
"129","3","ANZ",NA,NA,-1.62916150830581,"AgMIP_All"
"130","3","SIS",NA,NA,-0.590215412676777,"AgMIP_All"
"131","3","CHI",NA,NA,13.8914611240333,"AgMIP_All"
"132","3","JPK",NA,NA,37.1629509492577,"AgMIP_All"
"133","3","SEA",NA,NA,3.39339929240402,"AgMIP_All"
"134","3","SAS",NA,NA,-7.90530680246533,"AgMIP_All"
"135","3","CAN",NA,NA,13.9108599434215,"AgMIP_All"
"136","3","USA",NA,NA,-5.69705029181461,"AgMIP_All"
"137","3","CAM",NA,NA,-7.72008257841246,"AgMIP_All"
"138","3","SAM",NA,NA,5.2609991056088,"AgMIP_All"
"139","3","WEU",NA,NA,13.8069172582655,"AgMIP_All"
"140","3","CEE",NA,NA,8.79541644831659,"AgMIP_All"
"141","3","FSU",NA,NA,15.3067108023696,"AgMIP_All"
"142","3","MDE",NA,NA,18.4290278504391,"AgMIP_All"
"143","3","NAF",NA,NA,6.30126328828423,"AgMIP_All"
"144","3","SSA",NA,NA,0.391014239893892,"AgMIP_All"
