; RCP 26 emissions ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
; http://tntcat.iiasa.ac.at:8787/RcpDb/dsd?Action=htmlpage&page=download,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
;UNITS:,GtC/yr,GtC/yr,MtCH4/yr,MtN2O-N/yr,MtS/yr,Gg/yr,MtCO/yr,Mt/yr,MtN/yr,Mt/yr,Mt/yr,MtN/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr,kt/yr
Date,ffi_emissions,luc_emissions,CH4_emissions,N2O_emissions,SOx,SO2_emissions,CO_emissions,NMVOC_emissions,NOX_emissions,BC_emissions,OC_emissions,NH3,CF4_emissions,C2F6_emissions,C6F14,HFC23_emissions,HFC32_emissions,HFC4310_emissions,HFC125_emissions,HFC134a_emissions,HFC143a_emissions,HFC227ea_emissions,HFC245fa_emissions,SF6_emissions,CFC11_emissions,CFC12_emissions,CFC113_emissions,CFC114_emissions,CFC115_emissions,CCl4_emissions,CH3CCl3_emissions,HCFC22_emissions,HCFC141b_emissions,HCFC142b_emissions,halon1211_emissions,HALON1202,halon1301_emissions,halon2402_emissions,CH3Br_emissions,CH3Cl_emissions
1944,1.393815273,1.422264818,138.9310562,1.853743997,26.57815151,26578.15151,569.4275578,102.0083052,10.97214997,4.111269896,20.91812228,16.02149407,2.9606569,0.41764093,0,0.002021507,0.000756,0,0,0,0,0.00000783,0,0,0.97266311,16.545617,1.8198794,4.4638059,0,72.694302,0,1.6191675,0,0,0.027877628,0,0,0,116.85265,4354.745
1945,1.159162909,1.413637636,141.022964,2.046836624,23.41492286,23414.92286,562.3881403,102.3868629,10.81105837,3.970406317,20.63041519,16.0843519,1.5076942,0.20111842,0,0.002197258,0.00076,0,0,0,0,0.00000786,0,0,3.4593405,24.846154,1.8368084,5.2077233,0,68.369262,0,1.69101,0,0,0.031010342,0,0,0,117.6118,4376.5008
1946,1.265001545,1.409207727,142.7064022,2.242235208,23.13729124,23137.29124,555.289963,102.6581835,10.80993836,3.971696435,20.3059335,16.21487282,2.0726649,0.27970458,0,0.002388349,0.000764,0,0,0,0,0.00000789,0,0,4.9404679,24.839378,1.8537378,5.9856104,0,74.717234,0,1.7631908,0,0,0.032291698,0,0,0,118.39896,4399.6117
1947,1.401406364,1.394851636,144.7944965,2.428654505,25.97858013,25978.58013,563.4037754,104.1573676,11.48967842,4.004289599,20.19099947,16.40149011,2.6369074,0.34838359,0,0.002596315,0.000769,0,0,0,0,0.00000794,0,0.003372839,4.8390374,24.982371,1.8706665,6.4443541,0,84.081746,0,1.8372679,0,0,0.032812487,0,0,0,119.2973,4428.0553
1948,1.477011545,1.380628636,147.2720295,2.589644896,27.16231675,27162.31675,586.53608,108.0964174,12.19576499,4.123520873,20.65035706,16.75804987,2.6243892,0.33316898,0,0.003327672,0.000773,0,0,0,0,0.00000798,0,0.023611977,4.8563661,24.987103,1.8875961,6.6649072,0,90.670686,0,1.966277,0,0,0.032833278,0,0,0,120.08364,4451.0369
1949,1.430686091,1.363974,150.2157149,2.714013981,26.19885137,26198.85137,588.4410387,109.1544258,11.86397123,4.095746551,21.08117938,17.2193378,2.5926444,0.31424196,0,0.02463759,0.000775,0,0,0,0,0.00000799,0,0.063741035,5.561141,27.295461,1.8955033,7.1640705,0,91.962416,0,1.6426278,0,0,0.032095154,0,0,0,120.70601,4466.7618
1950,1.637256,1.479589909,152.2010084,2.786823806,29.14854682,29148.54682,619.9439709,113.8598472,13.13214183,4.331260791,22.10581056,17.789392,2.8441101,0.32876887,0,0.10531435,0.000781,0,0,0,0,0.00000805,0,0.16053368,8.1460574,32.673745,1.9897329,7.4706053,0,78.580053,0,1.0661465,0,0,0.030305767,0,0,0,121.62274,4499.2896
1951,1.739944364,1.527022091,155.2719352,2.830792646,30.37893497,30378.93497,593.1994506,109.0909544,13.15219389,4.212336067,20.39818818,17.87961994,3.0430784,0.33222262,0,0.2343219,0.000785,0,0,0,0,0.00000809,0,0.23983988,12.050138,36.815853,2.1685287,7.5542237,0,70.47669,0.014330518,1.0527789,0,0,0.028203127,0,0,0,122.51807,4529.1876
1952,1.763380091,1.561197,160.5733576,2.873469224,30.77287938,30772.87938,606.95634,112.6182109,13.48661504,4.278249967,20.95793435,18.44194145,3.2228257,0.32854487,0,0.3628351,0.000787,0,0,0,0,0.0000081,0,0.24565292,16.078842,40.441283,2.4120426,7.6734014,0,76.508762,0.21725302,1.4414744,0,0,0.026776751,0,0,0,123.26435,4558.7052
1953,1.813026273,1.590575727,165.6818323,2.918473221,31.39244296,31392.44296,623.9750548,116.7765378,14.05062035,4.400134891,21.60093971,19.01222773,3.3863087,0.31999622,0,0.48047903,0.00079,0,0,0,0,0.00000812,0,0.24572915,20.201055,45.581432,2.8478934,7.7034458,0,81.681224,1.3575508,2.100408,0,0,0.024952414,0,0,0,124.06078,4600.7084
1954,1.851809727,1.637374909,170.3710079,2.965305231,31.60164062,31601.64062,628.9096635,118.7896929,14.35262782,4.475107773,21.65473895,19.36798648,3.4048632,0.29457384,0,0.59576061,0.000791,0,0,0,0,0.00000814,0,0.24580572,25.212381,51.892411,3.2763156,7.760213,0,86.86347,3.6198833,2.8888848,0,0,0.023499979,0,0,0,124.75392,4629.2231
1955,2.029975636,1.686972,174.7404471,3.016004168,34.55540272,34555.40272,641.3267253,122.5425815,15.35988489,4.585745112,21.61194057,19.59068721,3.3346824,0.26311875,0,0.70910415,0.000796,0,0,0,0,0.00000818,0,0.24588273,30.727319,59.871881,3.6788015,7.6370702,0,91.980019,6.4848679,3.5564777,0,0,0.02199998,0,0,0,125.74327,4666.3367
1956,2.161159909,1.742998091,180.6711175,3.06769313,37.11877109,37118.77109,673.806229,129.82302,16.40773077,4.844401489,22.72448276,20.09039619,3.0796375,0.22075982,0,0.82044371,0.0008,0,0,0,0,0.00000821,0,0.24595899,33.546756,66.950489,4.2759912,7.5430316,0,97.008491,9.1561662,4.5322658,0,0,0.020458319,0,0,0,126.58168,4699.2729
1957,2.232421909,1.79526,186.0555677,3.122765936,38.87375431,38873.75431,695.9496131,135.5915206,17.20228851,5.084522572,23.82634945,20.67831517,2.8571248,0.18587639,0,0.92977447,0.000803,0,0,0,0,0.00000825,0,0.24603635,32.871446,72.204141,4.9612019,7.3765313,0,102.11597,11.488509,5.9875108,0,0,0.019499981,0,0,0,127.41838,4733.2024
1958,2.295715636,1.847721818,188.3855399,3.184188319,39.34199136,39341.99136,661.2854858,129.2085836,17.04310474,5.060488043,22.2466504,20.80952939,2.9954591,0.17928487,0,1.0371306,0.000808,0,0,0,0,0.00000829,0,0.2461131,34.746284,80.925329,5.6330503,6.9087313,0,107.206,14.781202,7.120204,0,0,0.018499996,0,0.0000153,0,128.42262,4771.3965
1959,2.415333,1.937523273,192.6867573,3.250322629,41.31947351,41319.47351,665.4367222,131.2104974,17.51526633,5.186762349,22.13695045,21.23435038,3.2476716,0.18081021,0,1.1424694,0.000812,0,0,0,0,0.00000833,0,0.30755864,43.506257,93.983467,6.3880226,6.8760458,0,112.29185,18.063698,8.0253807,0,0,0.01749999,0,0.000122253,0,129.47587,4808.726
1960,2.560273091,1.791296182,197.2611005,3.323928526,42.97073471,42970.73471,668.565663,133.3368149,18.13798676,5.288213084,22.06866314,21.51713265,3.3209398,0.17259465,0,1.2458107,0.000817,0,0,0,0,0.00000837,0,0.4304021,56.281481,107.5417,7.3201718,7.2392631,0,117.2597,21.750437,9.5885732,0,0,0.016499992,0,0.000230724,0.00000698,130.53321,4847.0424
1961,2.568670909,1.665288,205.1383413,3.545375735,48.3707476,48370.7476,701.0053453,143.5652635,18.73899699,5.280187775,23.37357314,22.14449053,3.4304351,0.16861102,0,1.346892,0.000817,0,0,0,0,0.00000837,0,0.55328481,70.618557,123.80387,8.4287849,7.4514735,0.001861801,121.58986,27.278298,11.884386,0,0,0.015499992,0,0.000249136,0.0000558,131.26152,4864.0212
1962,2.65938,1.607097,207.2122992,3.678783292,49.37346267,49373.46267,678.8492234,140.105892,19.33292939,5.268371109,22.55009464,22.55757766,3.6249821,0.17112099,0,1.4460951,0.000821,0,0,0,0,0.00000841,0,0.61483924,86.214551,144.89716,9.6127678,7.5805279,0.045181371,125.71015,32.049021,14.500089,0,0,0.01449999,0,0.000252502,0.000111655,132.4011,4895.6486
1963,2.801360455,1.541611364,216.1922656,3.803776307,50.91854792,50918.54792,741.3196016,156.130954,20.52084737,5.437875743,24.60921093,23.67206274,3.9881367,0.18314033,0,1.5429261,0.000819,0,0,0,0,0.00000839,0,0.55366285,101.83231,167.67883,10.949721,7.9110854,0.24720738,128.88013,37.52532,17.280228,0,0,0.013499995,0.001,0.000352095,0.000209542,132.99126,4904.2354
1964,2.953530545,1.493379818,216.556163,3.945754292,52.83163767,52831.63767,689.11146,146.4547756,21.25062666,5.259909465,22.37762398,23.55904874,4.4326257,0.20130699,0,1.6379776,0.000824,0,0,0,0,0.00000844,0,0.49245891,116.30072,189.8766,12.657214,8.4778946,0.46848862,129.76929,49.914046,20.771971,0,0,0.012499973,0.002,0.001030371,0.000321819,134.07707,4933.087
1965,3.086617091,1.381827545,222.6664157,4.115195266,54.06380178,54063.80178,709.3122963,153.4053912,22.08301054,5.270010253,22.64997293,24.68295009,4.9089192,0.2250418,0,1.7308461,0.000827,0,0,0,0,0.00000846,0,0.4926084,130.83984,213.3919,14.528257,9.0358315,0.58010695,129.69213,70.507935,25.0603,0,0,0.011375026,0.005,0.002140689,0.000459676,135.19804,4953.0596
1966,3.236436545,1.322104364,226.3106958,4.311197356,55.26931676,55269.31676,710.9414665,156.4949809,22.8477914,5.285174796,22.43429714,25.98487916,5.6248074,0.26721734,0,1.8217969,0.000832,0,0,0,0,0.00000851,0,0.61550021,147.99606,240.15802,16.547774,9.5008952,0.77191369,129.70542,94.258765,30.477075,0,0,0.010999986,0.008,0.003103097,0.001805521,136.46754,4976.4474
1967,3.339280636,1.343155636,232.3331465,4.481777635,54.7628971,54762.8971,746.2098209,164.7753162,24.19623738,5.390458849,23.58529354,27.3146391,6.3547572,0.32052973,0,1.9105949,0.000837,0,0.0000125,0,0.000069,0.00000854,0,0.7384486,169.42177,269.58286,18.918172,9.9208119,1.0373,129.68847,116.32544,36.036945,0,0,0.011131962,0.013,0.003754249,0.005476358,137.66763,4995.4184
1968,3.521152364,1.357478727,235.3354027,4.618299686,56.86837887,56868.37887,740.4824182,165.0957088,25.41081254,5.370373092,22.82579691,28.31423646,7.3324415,0.40423022,0,1.9976935,0.000846,0,0.000088,0,0.000485591,0.00000863,0,0.67731523,195.13757,299.71437,21.713594,10.295172,1.3673824,129.73308,133.08156,40.359034,0,0.009237978,0.014528773,0.019,0.005543179,0.010674211,139.24379,5029.5667
1969,3.754744909,1.272540545,239.1848516,4.732615323,58.4678108,58467.8108,747.0297315,169.6815713,26.06506901,5.404091613,22.10048951,28.79208089,8.4831718,0.5206411,0,2.0817369,0.000845,0,0.0000937,0,0.000503887,0.00982,0,0.67751619,220.72612,327.55328,24.938178,10.638634,1.7120901,129.76058,146.61896,44.144508,0,0.18322115,0.026607461,0.026,0.03648951,0.016677814,140.05867,5026.2804
1970,4.063286182,1.254187091,244.4183955,4.714190308,61.52977979,61529.77979,781.0375523,179.6859547,27.82408407,5.549708797,22.78022432,30.85729996,9.5318801,0.6581692,0,2.1644992,0.000852,0,0.0000247,0,0.000108512,0.0363,0,0.80047128,245.38621,354.60102,28.576904,11.00827,1.8909658,129.69302,173.56366,49.037394,0,0.60795801,0.042955159,0.035,0.11813403,0.022781516,141.52757,5048.3132
1971,4.228771636,1.250689636,249.2895331,4.663522046,61.71679563,61716.79563,796.2029425,183.5355579,28.61726398,5.703748992,23.19511601,31.40399719,10.711494,0.82992065,0,2.2451174,0.000859,0,0.0000133,0,0.0000426,0.0646,0,0.86210262,276.44309,387.53989,32.729139,11.452529,2.1402118,129.60227,217.72405,55.790888,0,0.8564576,0.061202232,0.044,0.2232129,0.02918162,143.1196,5067.5026
1972,4.426017,1.251955364,257.2102054,4.93074212,63.46510424,63465.10424,868.4735708,196.6655247,30.23622151,5.971153375,25.52743454,32.58249892,12.24311,1.0559029,0,2.3233295,0.000864,0,0.0000135,0,0.000043,0.0826,0,0.86237286,314.22879,427.68026,37.465523,11.97792,2.5517628,129.65777,267.60333,61.456633,0,0.87667663,0.081566238,0.055,0.31882408,0.036613826,144.52172,5079.1924
1973,4.659870818,1.212983727,260.294725,5.050826137,66.31771189,66317.71189,826.0293132,186.5259319,31.24009688,5.895831576,23.45564811,32.90588223,14.085332,1.330787,0,2.4006492,0.000877,0,0.0000138,0,0.000055,0.0902,0,0.92401065,338.0693,454.71123,42.979262,12.585161,2.92937,129.79157,301.85553,65.420113,0,0.82240702,0.107531536,0.067,0.39726303,0.04518213,146.54158,5118.3195
1974,4.641130091,1.178442545,261.8082771,5.034419125,65.37162667,65371.62667,824.6214022,183.6005251,31.07740605,5.971643938,23.59962462,33.51115488,14.311146,1.4191691,0,2.474116,0.000878,0,0.000014,0,0.052416219,0.0871,0,1.0394718,340.6055,453.22872,49.247959,13.447442,3.5184015,129.76026,327.35544,71.666995,0,0.76119143,0.146534776,0.08,0.67241083,0.054990735,147.80664,5113.8208
1975,4.651261909,1.191832636,263.0585486,5.206812767,64.18276882,64182.76882,816.9194859,177.5130673,30.76637271,5.998431374,23.12965379,34.15730368,14.321042,1.4004084,0,2.545125,0.000878,0,0.0000142,0,0.19213674,0.0729,0,1.1646458,337.71465,440.16522,57.565811,14.538442,4.2176868,129.65616,384.99818,79.153904,0,0.80304672,0.203307821,0.095,1.2682709,0.06614344,148.91662,5104.4298
1976,4.906878273,1.174045364,269.9482097,5.352361697,67.15340876,67153.40876,856.0634915,186.2474273,32.28663209,6.237496532,24.40571792,35.01758809,16.011714,1.5554771,0,2.614347,0.00088,0,0.0000144,0,0.33759564,0.0474,0,1.4235416,329.27602,426.10768,57.24638,15.386466,4.743647,129.63321,475.43135,92.664426,0,0.82394648,0.277511985,0.11,1.8435573,0.080355143,150.23158,5104.2152
1977,5.046230727,1.201958455,274.0301524,5.499463795,67.77719082,67777.19082,868.4313097,189.2255323,33.05929028,6.353178768,24.38724427,35.63811743,16.762577,1.692355,0,3.5323931,0.000887,0,0.00000214,0,0.42456315,0.0222,0,2.1583469,306.11158,404.2283,55.875241,15.71703,5.1782548,129.63647,533.0325,109.06413,0,0.93269902,0.369696975,0.127,2.1420878,0.098297149,152.04264,5117.6518
1978,5.202870818,1.151828455,276.3333545,5.625120896,68.02304188,68023.04188,897.4051484,192.9347955,34.2691933,6.579044818,25.01974419,36.43367583,16.898235,1.7691766,0,4.661461,0.000895,0,-0.0000625,0,0.45249588,-0.0599,0,2.8286901,278.45958,383.9896,72.245349,15.529417,5.5214166,130.48849,529.79652,112.78031,0,1.277913,0.476307668,0.145,2.1599238,0.118508053,153.91731,5132.0601
1979,5.350489909,1.107127636,281.6000656,5.807081799,69.11986371,69119.86371,900.4664227,196.0169029,35.01398718,6.677231649,25.21247986,37.16981971,17.898313,1.9203395,0,5.0937882,0.0009,0,-0.00000204,0,0.42017076,-0.178,0,2.8296177,271.13342,394.80033,94.634628,14.991238,6.1020639,128.37989,518.50501,113.22088,0,1.7595655,0.589376807,0.161,2.0579417,0.139529058,155.58904,5138.651
1980,5.318526545,1.113989182,283.3464702,5.872959052,68.78384557,68783.84557,890.5114952,194.391242,34.76440147,6.618387125,25.23254566,37.86466934,17.664267,1.9633226,0,5.1732709,0.000902,0.0000817,0.0000794,0,0.35605477,-0.125,0,2.8304823,276.09356,398.43779,120.23426,14.760861,7.2362595,125.08456,513.02719,118.29604,0,2.0330453,0.709716618,0.185,2.1545661,0.159896061,157.04196,5131.8984
1981,5.191668273,1.197761455,279.7894207,5.805407446,66.68882722,66688.82722,875.7816094,189.1686139,34.11541673,6.57778223,24.87329597,38.19065404,16.187192,1.7391266,0,4.4274361,0.000903,0.000696751,0.0000171,0,0.32601335,0.118,0,2.9541119,271.00597,403.07178,128.45086,13.920115,8.6372447,126.52811,516.86109,122.37567,0,1.96562,0.835245684,0.206,2.4863888,0.180000066,158.51506,5123.4643
1982,5.150314364,1.202425091,287.6693154,6.043062728,65.53230175,65532.30175,967.4292983,206.8844648,34.15609141,6.915258578,28.27220571,39.25508644,15.97381,1.6205522,0,3.5575865,0.000894,0.001578501,-0.0000823,0,0.33083911,0.222,0,2.9550432,277.72577,391.79861,128.57689,13.885459,9.2748324,129.38621,532.93449,125.26367,0,1.6573364,0.972899203,0.229,3.0131287,0.200000074,159.18065,5083.3728
1983,5.183601545,1.310413091,281.6176584,6.06583408,64.55241617,64552.41617,862.0214943,183.8358223,33.28512898,6.625402214,24.45951343,39.23738997,16.384525,1.8456854,0,3.8040369,0.000887,0.002017846,-0.0000271,0,0.33559498,0.0975,0,3.2014371,353.29433,385.70972,150.74703,15.564841,9.057039,130.75989,547.19948,129.4055,0,1.3378778,1.144959529,0.249,3.8198142,0.219500079,160.09109,5047.3484
1984,5.363114727,1.447113545,285.0030452,5.996375963,65.30989915,65309.89915,889.7020107,189.3335257,34.32486538,6.815018955,25.32627636,40.10052409,14.927399,1.954181,0,4.8805395,0.000893,0.004307161,0.0000866,0,0.48356263,0.0274,0,3.570683,352.61795,438.30954,167.86607,17.177696,10.537606,134.9934,546.6524,137.14097,0,1.2391705,1.295939068,0.269,4.7987259,0.246125082,162.15076,5054.1956
1985,5.543314364,1.385558182,285.6752697,5.996554239,65.47408715,65474.08715,906.9368199,190.4568857,34.8615092,6.922761989,25.83243998,40.69522976,13.863624,1.930951,0,5.2553933,0.000902,0.012966035,0.000216066,0,0.56320674,0.0858,0,3.6945657,321.80334,487.46531,191.20489,18.042992,12.093107,138.44665,559.24581,148.48134,0,1.4290266,1.41598164,0.289,5.5359652,0.265208088,164.43684,5072.7864
1986,5.625643364,1.395451091,290.8084488,6.123193923,65.47927148,65479.27148,914.5218093,195.6652235,35.24652923,7.013703662,25.91211685,41.35079425,14.595216,2.0447892,0,5.6896951,0.000908,0.028102657,0.00021613,0.000683625,0.57273931,0.0443,0,3.9411958,363.19165,561.19711,226.48099,17.343175,11.156209,134.66824,605.54478,163.26271,0,2.1480617,1.574111372,0.309,5.6626388,0.279167093,166.53505,5079.9439
1987,5.801973818,1.394418545,295.0485147,6.350228642,66.721094,66721.094,952.0611492,203.5851701,36.43815818,7.200139154,27.25186717,42.27259948,15.122737,2.1868179,0,6.5386064,0.000914,0.044783508,0.0000582,0.004878587,0.79616882,-0.0997,0,4.3106697,377.17492,543.59326,234.71551,15.986362,11.176584,140.05915,636.85035,177.25124,0.001157823,3.2631248,1.771160205,0.329,5.2412687,0.2995001,168.70781,5087.8651
1988,6.029398636,1.379596091,298.6854951,6.188309996,67.2874839,67287.4839,950.4151874,203.5322276,37.79778929,7.39663506,27.18506613,42.59852258,15.295333,2.2384091,0,6.6278139,0.000928,0.060567348,0.021115007,0.06849384,0.88192316,-0.0737,0,4.6802608,324.40759,433.01446,225.34631,14.052169,12.063592,134.89421,645.54402,185.3279,0.34924766,5.2661192,1.972920279,0.349,4.7030971,0.324250102,171.54521,5119.7697
1989,6.111927818,1.327867091,302.1641744,6.264529715,67.31293275,67312.93275,930.8467755,200.3165052,38.13825088,7.320233668,26.33140677,42.87626573,15.212081,2.2075539,0,6.6572182,0.00607,0.076147787,0.31476996,0.67304705,0.82629641,0.0544,0,5.0499664,246.46809,357.7641,212.83728,10.119863,11.292045,105.50252,713.52261,189.56819,0.72136249,10.730464,2.18409119,0.369,4.3864096,0.355750099,174.22363,5139.3872
1990,6.206585455,1.330165091,305.2725547,6.277152283,67.09407179,67094.07179,940.5626313,203.021231,38.25721546,7.508271532,27.36536835,43.25316526,14.407865,2.1076967,0,6.6838429,0.027,0.091767095,0.96053501,1.7208698,0.69729352,0.186,0,5.1743108,208.25652,333.97703,176.8456,7.0905085,10.591201,86.426532,658.40311,192.30881,1.5203264,17.768055,2.425140699,0.389,4.2741531,0.380000102,176.36773,5137.248
1991,6.339492818,1.297422273,318.7311921,6.344945592,66.47231502,66472.31502,1129.983883,244.4286341,39.69249193,8.011536269,34.39493833,44.68578382,12.924815,1.982897,0,7.0572566,0.0581,0.10715402,1.727734,2.7251313,0.70613627,0.248,0,5.29866,159.81289,286.27307,120.64491,6.9542228,10.775591,85.142226,474.47964,185.52075,6.9394223,22.06288,2.665145973,0.409,4.1585749,0.405000096,177.30503,5089.9323
1992,6.158188091,1.333829182,299.4017955,6.358476439,64.22392565,64223.92565,913.3754186,198.238473,38.71717596,7.364888993,26.64897689,43.1344867,11.907588,1.9500444,0,7.9102615,0.0888,0.12273589,2.4767485,4.0250116,1.0018637,0.182,0,5.4230636,106.91739,227.43518,74.361852,5.3089984,10.120439,85.437279,361.04368,194.061,22.26499,24.233416,2.81720225,0.429,3.8127392,0.430500098,179.3441,5056.1355
1993,6.2217,1.329931909,299.4425141,6.310752017,63.19555052,63195.55052,941.8816353,203.7757832,39.74372709,7.531122847,28.11499626,43.46814892,11.381334,1.9984803,0,8.3534838,0.119,0.13825367,3.0949997,11.967198,1.5166355,0.157,0,5.424762,84.3251,231.9618,50.567396,3.463778,8.6771649,84.458339,256.33383,208.33854,34.33223,22.551362,3.005829811,0.509,3.3180441,0.45083308,179.76429,5078.4684
1994,6.264408545,1.444315364,310.2518368,6.441827,61.82050124,61820.50124,1060.282744,231.0503543,40.27137016,7.895732734,33.14335063,44.64387782,11.006658,2.1430557,0,8.737968,0.148,0.15358509,3.5515518,24.558229,2.3253155,0.204,0,5.5491826,85.893495,238.58315,37.565451,4.6095776,8.163643,86.05046,159.08791,237.88968,45.287421,24.423112,3.216891785,0.589,2.9604627,0.465417067,178.03958,5003.2837
1995,6.397830818,1.442250273,305.4095889,6.504076136,60.63550707,60635.50707,955.0363062,206.4742485,40.45040793,7.813189501,29.71540754,43.99023825,10.682998,2.3880707,0,9.315257,0.178,0.16982122,3.8771223,36.211193,3.4395305,0.296,0,5.6736625,86.264975,210.72453,23.473127,5.7076242,7.6747577,80.480245,95.783763,230.3453,51.095458,27.59918,3.43907696,0.669,2.8923304,0.475000041,180.13151,5016.3948
1996,6.588922636,1.441384364,307.2912075,6.542220103,59.65001603,59650.01603,930.0218807,200.8724208,40.45019229,7.686339551,28.71419152,43.99399306,10.505743,2.6638414,0,9.7707047,0.205,0.23841137,4.0579149,48.538296,4.5014521,0.39,0,5.5527008,85.278741,170.78176,13.005309,4.6522227,5.5242189,75.256035,59.514335,224.86947,53.568363,26.00128,3.602302074,0.729,2.8654227,0.486250035,183.444,5297.7083
1997,6.627977455,1.937689636,331.2889198,6.740456045,59.86827682,59868.27682,1204.992305,264.6751503,41.89315592,8.269788743,38.34138232,46.21484979,10.417958,2.8728437,0,9.7952259,0.258,0.31501343,4.6266327,58.758537,5.5717023,0.428,0.0000496,5.7834259,86.341446,160.63531,10.398164,3.7691062,3.4559389,75.489912,29.550907,240.5221,55.763481,29.370536,3.78029573,0.789,2.8566852,0.490000037,180.149,5288.9251
1998,6.603616364,1.496377636,315.3326212,6.446521521,58.60436759,58604.36759,1085.430599,232.3180182,42.33468434,8.412226876,37.8122783,46.60298944,10.335348,2.9899069,0,10.02529,0.605,0.38665542,6.9049469,70.049792,6.8917397,0.54,0.000358349,5.6031107,86.348141,156.67666,12.992477,3.9615346,2.9318362,72.916263,23.412636,234.46613,55.956781,28.471196,3.887360831,0.607,2.701239,0.490000042,176.1082,5175.5355
1999,6.745197,1.497010364,309.4083709,6.281150807,55.52354474,55523.54474,940.700678,205.1118782,40.94720104,7.698162125,30.44917133,45.10418896,10.216505,2.9607505,0,10.07373,1.07,0.49435229,8.6848445,91.978363,7.9486502,0.742,0.003108151,5.1676463,82.703538,140.42544,14.054175,3.9749853,3.1538842,72.96355,18.420173,252.31636,58.338707,25.741051,3.999729196,0.467,2.1509855,0.490000032,168.37661,5112.4264
2000,6.941897182,1.395251182,310.1868098,6.112229814,55.66100151,55661.00151,886.5647302,195.3241582,41.26362178,7.457347232,27.9819784,44.89025595,9.9231457,2.8153943,0.4624,9.2978389,1.41,0.57423278,10.640667,99.657424,8.5987563,0.863,0.034006926,5.2735332,76.330076,122.76605,9.4043884,3.9867142,2.3476518,72.651408,19.471227,263.60627,56.341686,25.730152,4.127887845,0.328,1.9694412,0.490000029,165.25876,5074.2696
2001,7.000377,1.292459455,312.8963787,6.188009183,56.04916643,56049.16643,881.6703956,196.1877828,41.37717554,7.591758769,27.87799844,45.05520879,10.593275,3.0480682,0.4651,8.9840003,1.65,0.63867332,11.075295,96.243251,9.8521252,0.943,0.80619906,5.3282102,68.271466,111.64066,5.9590471,3.2771364,1.1600545,70.656969,19.806901,261.60586,56.368781,24.490463,4.220908443,0.282,2.3248261,0.490000032,165.599,5094.2258
2002,7.167555545,1.411972364,322.2788312,6.359556248,55.68752236,55687.52236,970.7244172,218.4604141,41.89878327,8.046474187,33.80824329,47.00430786,11.982167,3.4534372,0.4058,9.7208997,2.8,0.73327062,12.214474,102.73275,11.617585,1.21,2.9170651,5.4976481,63.484809,101.90454,3.1513602,2.420559,0.95011524,70.456674,12.302716,270.32175,50.843174,25.156097,4.280658801,0.235,2.2797577,0.490000032,161.14055,5096.5932
2003,7.541344364,1.541677909,328.1242242,6.428305305,57.6417237,57641.7237,944.7470786,214.4033914,42.68216556,8.241697598,34.36218135,47.50972049,12.579882,3.16329,0.3939,11.005369,4.79,0.85366012,15.640539,117.40605,13.114832,1.56,5.226518,5.5417194,62.277955,97.844828,5.7693016,1.7336337,0.74505988,69.839024,10.122917,287.30923,44.441172,25.070909,4.31900839,0.189,2.0262772,0.488825033,158.92828,5113.7538
2004,7.810007727,1.462435636,338.9417722,6.590470047,60.34085189,60340.85189,945.5469501,216.6872834,44.5568559,8.542465507,32.33033041,47.85824628,12.194883,2.2029533,0.4062,12.712613,5.49,0.97410928,15.758879,125.65071,13.097501,2.05,6.6512131,5.6480085,60.966802,87.654103,9.216749,1.4729969,0.75667708,66.998563,9.7469995,307.57676,49.135801,28.554887,4.340159376,0.189,2.1192661,0.485722038,156.21655,5141.4447
2005,8.076709636,1.286363727,346.3955546,6.693579484,62.58782672,62587.82672,950.5924444,218.7880648,45.62238086,8.840128386,32.72399071,48.49222039,11.060838,1.9480504,0.148985858,14.626529,6.36,1.0845927,16.143675,126.49199,12.434284,2.37,7.0791974,6.2799143,60.331179,71.956593,4.6297025,1.8139658,0.58070615,63.195607,7.5405195,329.52471,53.955471,33.447493,4.354827245,0.064612958,1.8947828,0.481325035,154.12291,5209.9819
2006,8.343577364,1.383626182,356.4696896,6.875606953,63.04634515,63046.34515,986.1510089,229.8954395,46.63913374,8.92564815,34.3551466,49.72449385,10.21735,2.045423,0.156649663,12.639849,8.39,1.1852524,19.891066,133.41048,14.118518,2.35,6.8754044,6.9409178,63.037203,65.575271,0.6450641,1.7510311,0.58710647,60.048081,9.3190485,346.30497,51.911598,36.489809,4.334849477,0.01733868,1.5902358,0.476269039,152.41471,5272.2746
2007,8.592760636,1.210086,355.0225755,6.596141361,62.6413592,62641.3592,945.8695944,219.7058707,48.13085999,9.284494092,33.27729799,50.2071509,9.3272415,1.7666158,0.165443721,9.3262891,8.4,1.2649376,26.595246,127.25708,16.399738,2.42,6.6980995,6.9754073,64.737513,61.623755,4.5089203,1.5545493,0.78280059,57.257154,9.6981304,357.26506,49.953532,37.109679,4.309016705,0.018047067,1.7021554,0.46845004,147.28895,5250.6823
