V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100
0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205,0.0053671258205
0.0334625462770344,0.0246720951921561,0.0480745396539495,0.0433486599226885,0.0461550005634971,0.0413313747150708,0.0483958439817905,0.0263581497082272,0.0353697919923306,0.0324820013136031,0.0400674390020481,0.0297831409747451,0.0353730290005716,0.0400963380945034,0.0293046061807305,0.0360229342139611,0.0340062323219396,0.0394263814736563,0.0366614704617933,0.0554559201677349,0.0468385495997803,0.0364344687775007,0.0530070426259233,0.042129145476665,0.0447366644662694,0.0427073961086795,0.0210518218780505,0.0391633470482425,0.0337011449684954,0.0351999842175807,0.0301099278551246,0.0279583980640982,0.0469690790764009,0.0339139265557423,0.0460183939911255,0.0399856386895277,0.0426146351872325,0.0453131533844076,0.0403612439299546,0.0333311237552581,0.0407548992233904,0.041428475395683,0.038598479610579,0.030815274133587,0.0432334775772169,0.0525454793495301,0.0435594126329775,0.0299542350542994,0.0280922257545594,0.0422148457023274,0.036896701500775,0.0267615897230529,0.0527191447009449,0.0423758860070432,0.0368023152820885,0.0280359042362693,0.0452675644207937,0.0159517798748889,0.0436173021720471,0.0460555199957819,0.0244800653539265,0.0356270431993512,0.0482959162250142,0.0329902342854173,0.0430936393633412,0.0353611471351002,0.0440018803838785,0.0190993852950256,0.0360932920440841,0.0349790322819929,0.037596854625645,0.0433252955271626,0.0385484314926705,0.0383110847634416,0.0626610409388344,0.0207054945799861,0.0388184073844231,0.0404739220845201,0.0446817016158484,0.0404003968484546,0.0417729540258782,0.0482876824714116,0.0500625780319913,0.0371048738805274,0.0367461131131775,0.0381843553506491,0.0383994142363832,0.0448451752518422,0.0371644979227468,0.0355386201643035,0.0475370730329453,0.0510583561845176,0.0287665219545423,0.0310237259874873,0.0439085837486855,0.036498839243508,0.0293964370543592,0.0350848935410751,0.0263302297286157,0.0474064321678324
0.0527261532444327,0.0351605812019291,0.0649741974307551,0.0693490317505804,0.0760072284240152,0.0667352551355492,0.0738926759937321,0.0455505742987713,0.0533339057795404,0.0511099455807829,0.0616578048212228,0.0464626164675396,0.0560273956468152,0.060259736154344,0.0490071527313569,0.055524565334175,0.0521224778918106,0.063634615771824,0.0609051572390425,0.0801719025894092,0.0669454244873101,0.0576950342976668,0.0765495065228697,0.0693588952710667,0.0760795668694828,0.0709626616435323,0.0352599312734084,0.0643993624552057,0.0508440396607968,0.0575455205749345,0.044811981795379,0.0440922606603685,0.0725414987988652,0.0503985970160781,0.0730216053540416,0.0643963729243868,0.0674481894448141,0.0670874772346858,0.0673513982097538,0.0539493480544459,0.0629200913720981,0.0689585589628514,0.0575323616418303,0.0465682297746199,0.0720077667211822,0.0792206743136501,0.0682787774338982,0.053243231671938,0.0450415039725263,0.0609747271532019,0.0618576604550434,0.0462260043353943,0.0830088744139518,0.0689393075267238,0.0561449339909259,0.0392572260296865,0.0727609899818379,0.0255271926781428,0.0650964734846511,0.0731427256112289,0.0409237557449827,0.0587326884646143,0.0762497492298377,0.0532623115374681,0.0678556671967309,0.0520297398832528,0.0660357622241908,0.0280899431831143,0.0597523947869629,0.0573517521741316,0.0595380955267224,0.0640439717518322,0.0579518169368275,0.0529660722727458,0.100375398801793,0.0350953770535437,0.0612422052850481,0.0683638685025785,0.0627842826695176,0.0625793198648779,0.0650199277778473,0.0745668176739791,0.079083975474404,0.0563240305286282,0.0574355578999677,0.0598697664646434,0.0600262212154006,0.0705615419366953,0.0599504379589633,0.0584048267826524,0.0737983781251463,0.0832282031234612,0.0453129359753102,0.0433807759199248,0.0688040213826753,0.0585290913080729,0.0433065746007944,0.0578024614143005,0.0433441988955962,0.0809014277933746
0.06608709730821,0.0391174131873621,0.0703501737616542,0.0860963183851382,0.095444579416499,0.0831769268051735,0.0850354305891617,0.0591371031453696,0.062575615542671,0.0624127701391674,0.0733705947759229,0.0538191829304046,0.0674207331747483,0.0728890771146982,0.0634601787955532,0.0672746062673093,0.0619899830547236,0.0766684481355279,0.0766043856495382,0.0924178479507367,0.078313488367714,0.0692549521214231,0.0878630505535901,0.0862245475148706,0.0948402083087755,0.0926854757848604,0.0444600267717139,0.0803361990650892,0.0601830893644693,0.0721189209534966,0.0534589863283868,0.053859590636426,0.0894771679058223,0.0601163129665597,0.0919666150971697,0.0778172450047234,0.0825576946126932,0.0803758120527633,0.0860257079409089,0.0633555394948872,0.0764544908568569,0.0884835470665408,0.0653759966243059,0.0574785511439913,0.0884882198823457,0.0890162553732629,0.0844943825024143,0.070151898754097,0.0549234418445093,0.0698752170034446,0.0793455187734088,0.0606526987087801,0.104189627203599,0.086322332721034,0.0679439669228466,0.043634779183746,0.087377591040064,0.0315357159650536,0.0758299301267953,0.0893855706416893,0.0507936608258018,0.074812592663847,0.0953384141038767,0.0674991171779967,0.0842171924392865,0.0614493531308494,0.0801484553087326,0.031952679729126,0.0756756231307496,0.0706411910654433,0.0741556486421077,0.0740241496483513,0.0701641733510135,0.0596871840500294,0.125222558037572,0.0443690441834455,0.0777724466371252,0.0856393836538159,0.0693095481290998,0.0768932752523963,0.0789132319556367,0.0911783626886691,0.0977471553934152,0.0677024086300348,0.0704323639124409,0.0737080347512989,0.0720905476944858,0.0851467947910511,0.0759216535352646,0.0748732749541729,0.0912281563649953,0.104310401213322,0.0551692523031075,0.0496404746258114,0.0842195123205536,0.0711166079731861,0.0508447479599464,0.0709629030601587,0.0540817225459211,0.102479094932206
0.0741242151962331,0.0380701976784111,0.0686271382445002,0.0933505809141473,0.105151518954393,0.0915244985531301,0.0865639623867464,0.0667852010753899,0.0646668037185695,0.0668786327860658,0.075955787369053,0.0533094814325695,0.0697734479921955,0.0781516615907036,0.0726463005429232,0.0716435762212271,0.0648403194396316,0.0809360716937406,0.0848389630956296,0.0953617917359902,0.0826323760808828,0.0730629173875317,0.0910176125877682,0.0927768222285897,0.103581313885267,0.108548484173916,0.049256298175559,0.0878304309965973,0.0625833351210636,0.0797916316973163,0.0565293328958266,0.0574006007411013,0.0985458457352118,0.063903529639758,0.102423499828717,0.083013646967404,0.0875536760462639,0.0865895516440715,0.097516235886842,0.0641895365374088,0.0826405909535674,0.101236847410767,0.0645244040324341,0.0633709527420181,0.0938555737815136,0.0881078963218924,0.0934398873985318,0.0811735106187418,0.0577308297773073,0.0719457430112683,0.0895289347652008,0.0699700095293457,0.11694535397013,0.0959904310032901,0.0734923408234497,0.0420349223175477,0.0920777205325879,0.0338925130223056,0.0783803573803596,0.0966700492313516,0.0554278880067087,0.0844428350267846,0.104104168879988,0.0749771712075037,0.0940504771370941,0.0642949057080538,0.0877257105287637,0.0305145890020212,0.0844715985106852,0.0755906762788187,0.0816905944740186,0.0764220009442142,0.0767080154627673,0.0606671843765764,0.139391055785482,0.048395570143977,0.0889900738791969,0.0933777903535467,0.0679045783591521,0.0852476283373565,0.0835829038756063,0.10015730545082,0.106960532427957,0.0725229896347244,0.0778468918107572,0.0810507664203717,0.0762686313032934,0.091230433341396,0.0848503068530356,0.0849952522136167,0.100291356285187,0.1148953257461,0.0596183054345625,0.0505890509282678,0.0915077132114942,0.0762688623814069,0.0517186213833824,0.0754341596829287,0.0584194695258251,0.112348149508577
0.0771644401602729,0.0329435978799301,0.0621621637204348,0.0943138696657985,0.107378574081005,0.093511991407769,0.0818829182328465,0.0697371683485325,0.0613230950046876,0.0654984862472199,0.0720144686236973,0.0474549181139587,0.0657744881059786,0.0775504239355037,0.0773630670196253,0.070355289603068,0.0623656772112966,0.0792652150046712,0.0870381811012087,0.0915517793604798,0.0814807656904685,0.070843071475271,0.087728120973309,0.092038335412396,0.104348366496471,0.11864754427576,0.0503905476809899,0.0893443123220459,0.0596103693424874,0.0813521117246344,0.0549274272284274,0.0555984030521706,0.100857341928376,0.0622142953863467,0.106102755100754,0.0823643661585143,0.085104871186609,0.0867605596594731,0.102555727299959,0.058746862114371,0.0825363265695404,0.10755175394729,0.0576719287077907,0.0645828181438151,0.0908454980263914,0.0810019623469129,0.0961899398775097,0.0865066565609084,0.0553234947049809,0.0691968164267263,0.0934829993405916,0.0747426716398228,0.122662440955508,0.0990061463391411,0.0738490625651206,0.0360358296369155,0.0894807821417647,0.0332097000260831,0.0749390575605028,0.0961993191462002,0.0555841047812707,0.0885203255812319,0.105728788999391,0.0768139093895602,0.0978027459431938,0.0617029781565433,0.0893242708046071,0.0248367888122471,0.0874773354325671,0.0745575634291917,0.08318100594374,0.0728346454320532,0.0781416129874251,0.0574090099935302,0.144460831615761,0.0475012526675727,0.0953629808769876,0.0941047893128097,0.0607715404206536,0.0881191877459287,0.0811084811049939,0.102581869265791,0.108833669458222,0.0721080893917141,0.0800204129847691,0.0827587015418132,0.0742081835519658,0.0905701011159604,0.0879429357006042,0.0893508100839625,0.102506731146323,0.117639835606407,0.0595595375567835,0.04669572144339,0.0920950895275916,0.0755295096040475,0.0475431432691426,0.0733042565902096,0.0576918615693325,0.113557844508636
0.0637459292733006,0.0158138325567782,0.0382371191096131,0.0810585971610558,0.0925031640526315,0.0786603362915876,0.0604413691331597,0.0612524211871005,0.0407745060939191,0.046198127329338,0.0531080859129562,0.0286858499415989,0.0453420585391606,0.0617571814893912,0.0688101233311015,0.0561939282070916,0.0467912267750546,0.0661962445153783,0.0730573150675069,0.0704981457447327,0.0641479590130604,0.0512881271028557,0.0641570270541303,0.0772616813252557,0.0819106376433306,0.109856038965202,0.04116983471823,0.0782696493727007,0.0415882884026995,0.0654341817914604,0.0394161398009323,0.0371170836285915,0.0857991615391163,0.041991726118374,0.0948791674407512,0.0601830142430769,0.0692917623651542,0.0684881331986532,0.0902033380038034,0.0353751727838234,0.0658363054521092,0.0955612169788703,0.0301899698611622,0.0498231647251477,0.0695651825057234,0.0574464402670336,0.0820869142775714,0.0735952949602424,0.0392000076426544,0.0530119396719974,0.080609151597485,0.0671701342258908,0.10929519903381,0.0829572169966933,0.0612096262004402,0.02040019726966,0.0671871504940824,0.0233351623041263,0.0575851361889016,0.0756320812445988,0.0419802175324435,0.0774021924611148,0.0930409604088273,0.0643664545523984,0.0833824465774068,0.0414695225109858,0.0717562317820692,0.00696244898283762,0.0756268512331998,0.0602744022916939,0.0707926946481334,0.0427035266978514,0.0630840956539854,0.0412769396411543,0.12519847248144,0.0307648085193055,0.0879117695410897,0.0793297876139517,0.0351564949944187,0.0720629016292809,0.0591365961318628,0.0857474715869059,0.0937249782760235,0.0544347161943139,0.0642138294110131,0.0675700317882796,0.0574351860941614,0.0710341018777148,0.0756255160044879,0.0766949564638198,0.0833396346030326,0.104221538001288,0.045456534601303,0.0270769118473018,0.0771145448864277,0.0602366604915092,0.0255902439725565,0.0560029994166429,0.0433301001176557,0.0950267465377961
0.0483174890037502,0.000738490386622855,0.0211060261146218,0.0658814906545154,0.0759391922386277,0.0625147488261371,0.0438336293016544,0.0505496635417365,0.0216405333052597,0.0256611201870097,0.0343484690626495,0.011920013790872,0.024521943923384,0.0444606731443758,0.0576869809315414,0.0412600890777983,0.0318299093280083,0.0546499263213272,0.0580080477024045,0.0522523689428561,0.0475428884591751,0.0329412528739021,0.0446220337977831,0.0612184604772405,0.059844801548912,0.0973452748207169,0.0312895985122566,0.0663066843197309,0.0237573442809818,0.0480479500274481,0.023221894764976,0.0171427656492702,0.0689879220327184,0.0209269875068761,0.0807474870441589,0.0405594406656875,0.0521863137064115,0.0499382006299972,0.0759112272459612,0.0150967842609324,0.048666559905223,0.0813474849519584,0.00661084633011433,0.032342925126427,0.0481531322250937,0.0407053997636707,0.0668030093320303,0.0577487584095556,0.022150489977205,0.0398436843841382,0.0650037330319856,0.0570375576682979,0.0931647929210745,0.0657478655120521,0.048479158476236,0.00619114381428503,0.0470754762000171,0.012458700083451,0.0424587102464694,0.054858879106534,0.028564990545429,0.0642684763780573,0.0768409753367768,0.0488463326665123,0.0681866719551694,0.0209585243332418,0.0533317101713669,-0.0114817667539815,0.0620714335126898,0.0456115185975239,0.0566205283316619,0.0177208233618524,0.0478210363969737,0.0277217727505534,0.104301292039026,0.0115605103438157,0.0782523532437173,0.0637761789656604,0.0148517928579405,0.055772960389347,0.0357077386355998,0.0686499804729244,0.0772421738106824,0.0369374691177734,0.0487036523224027,0.0517875603819407,0.0413588078105083,0.052786110864835,0.0605400130769144,0.0609527649806924,0.0619308289273157,0.0889910112384536,0.031594420554507,0.00729763112497021,0.0617148193529017,0.0457552371296896,0.00289719373676452,0.0384025526880825,0.0273925186179136,0.0743025173584791
0.0504135300856527,0.00325661600470962,0.030309922367552,0.0681421934872263,0.0794820737153777,0.0658501650385055,0.0517458053679828,0.0524260971412239,0.025373158271667,0.0267439842216241,0.0364126540240722,0.0151960896186773,0.0260180540857762,0.0456657027807418,0.0598331351567651,0.0428592350101081,0.0344834893451157,0.0592777290624786,0.0613166869188935,0.0580152738341575,0.0512724227665319,0.0370600422515206,0.0519433834220919,0.0636119645660103,0.0652879426034176,0.102043589934163,0.0332577769397754,0.0696570105124982,0.0256460865605762,0.0505739202050349,0.0242166800237317,0.0172918439675384,0.071985661851463,0.0220557429165302,0.0833963461645704,0.0472084312176728,0.0533646407814103,0.0533291987359918,0.0800374798397308,0.0204941167712375,0.0515946378040544,0.0860242699291111,0.0128926939934213,0.0323130269221162,0.0511370029327553,0.0505563415734033,0.0704157213437576,0.0605345240992093,0.0228025139383806,0.0453878422025391,0.0675078697902955,0.0595424046396508,0.0969712506000797,0.069646385132705,0.051533548514003,0.00743365677569929,0.0529937605448457,0.0126366497030995,0.0471555266217228,0.0586787642851718,0.0315587803839865,0.067361165060077,0.0777279033197485,0.0493836299164695,0.0725714722712145,0.0226470907493896,0.05663009177308,-0.0132849136848612,0.0649456641732163,0.0482336633332543,0.0586759147290228,0.026700779044418,0.0513301619983601,0.0322891179025576,0.110120922238004,0.0104230366899361,0.0823387916635707,0.0673560751744738,0.0222888866884861,0.0599655303776305,0.0367361912500907,0.0733828447423546,0.0807922592979411,0.0401580706220965,0.0530066398197179,0.0552933406419097,0.044632255016512,0.0580643453498086,0.0624143559195473,0.0630684634018073,0.0644528152965661,0.092814755841915,0.0346057643101413,0.00757891746526268,0.0653569005543925,0.049751457823149,0.00327492922327567,0.0406301218228216,0.0279955734771513,0.0775170821955592
0.0617495976097726,0.015627464818361,0.0494011611759701,0.0810189984529199,0.0954399367384128,0.0800303326385071,0.0704334448661528,0.0623738754174209,0.0405864557801427,0.0403531687956687,0.0516936649275844,0.0304018113074822,0.0410245397331283,0.0584857449541808,0.0690277498118069,0.0553396839548518,0.0475595373136609,0.0733926762180235,0.0745257268887753,0.0761953182542059,0.0652023285714442,0.0527992455561229,0.0708830739697957,0.0788875018414325,0.0840422499801629,0.114880982302823,0.0416424443328175,0.0822485572735579,0.0388051907234642,0.0645960950069399,0.0352685780532211,0.0293864572095506,0.0871266535526655,0.0354629103846208,0.0977906048586716,0.0634238833127068,0.0687656924059364,0.0682489326732698,0.0945008386525291,0.039117330032691,0.0664472139120833,0.101156611291477,0.03309327064513,0.0425097490602133,0.0700110125809852,0.0717658335610862,0.0844032092282028,0.073482701139968,0.0343092213165224,0.0594365544570036,0.0808558837516624,0.0698480253681838,0.111645725322792,0.0844927703256415,0.0637523397638831,0.0191417207381358,0.0719713052935363,0.019506833078854,0.062983169982752,0.0771893355994475,0.0427695517944244,0.0796178955682938,0.0909592306784807,0.0611066399709917,0.0866485429083781,0.0365050451676644,0.0711101156783505,-0.00410100992645017,0.0772193758432758,0.0615769406775971,0.0719925149710344,0.0474699136650938,0.0639672388167668,0.0454824230054668,0.130192143019134,0.0207166653347885,0.0938420621330084,0.0825328950455737,0.042467655805861,0.0728550451278446,0.0526340581539938,0.0888649102924216,0.0965265751406412,0.0531642892829973,0.0657279021707136,0.0687104770473196,0.0595553961958263,0.0750402924747544,0.074932391675926,0.0758277958606372,0.0794938784987917,0.108972963163737,0.0459534724332325,0.0196832813468531,0.0808535709100591,0.063984334339015,0.0163539475853894,0.0554332805751107,0.0389477372539306,0.0959259555408997
