year,,,,,,,,,,,,,,,,
,USA,CAN,WEU  ,JPK,ANZ,CEE,FSU,MDE,CAM,SAM,SAS,SEA,CHI,NAF,SSA,SIS
2145,39069.61923,4609.929991,53298.54894,13764.04453,4568.940655,2998.399678,5021.833786,14984.39979,7788.92653,13800.74369,38509.64362,21469.80216,16687.47813,6179.795404,67677.90015,1395.427428
2146,39243.52725,4650.48492,53747.19067,13833.22263,4608.267597,3020.051555,5059.35102,15160.75739,7894.715897,13935.66015,39056.6669,21714.1123,16730.49416,6252.522965,69316.91456,1413.875425
2147,39418.20938,4691.396622,54199.60884,13902.74842,4647.933045,3041.859784,5097.148539,15339.19062,8001.942097,14071.89555,39611.46057,21961.2025,16773.62108,6326.106428,70995.62241,1432.567311
2148,39593.66906,4732.668237,54655.83525,13972.62364,4687.939911,3063.825493,5135.228436,15519.7239,8110.624646,14209.46279,40174.13498,22211.1044,16816.85917,6400.555866,72714.98498,1451.506309
2149,39769.90975,4774.302931,55115.90196,14042.85006,4728.291134,3085.949819,5173.592821,15702.38195,8220.783324,14348.37489,40744.8021,22463.85,16860.20872,6475.881469,74475.98685,1470.695686
2150,39946.93493,4816.303897,55579.84129,14113.42943,4768.989679,3108.233908,5212.243821,15887.18978,8332.438179,14488.64501,41323.57545,22719.47165,16903.67001,6552.09355,76279.63643,1490.138753
2151,39946.10993,4811.592276,55513.37445,14054.11562,4764.322345,3099.964548,5201.525616,15882.13509,8321.431152,14453.83454,41227.77789,22661.76437,16823.46496,6541.11283,76295.59847,1485.989868
2152,39945.28495,4806.885264,55446.9871,13995.05109,4759.65958,3091.717188,5190.829453,15877.08201,8310.438665,14419.10771,41132.20241,22604.20367,16743.64047,6530.150514,76311.56386,1481.852534
2153,39944.45999,4802.182856,55380.67914,13936.23478,4755.001377,3083.49177,5180.155284,15872.03054,8299.460699,14384.46431,41036.84849,22546.78918,16664.19473,6519.206569,76327.53259,1477.726719
2154,39943.63505,4797.485049,55314.45047,13877.66566,4750.347734,3075.288236,5169.503066,15866.98067,8288.497235,14349.90415,40941.71562,22489.52052,16585.12595,6508.280965,76343.50466,1473.612392
2155,39942.81012,4792.791837,55248.30101,13819.34268,4745.698645,3067.106526,5158.872751,15861.93241,8277.548254,14315.42702,40846.8033,22432.39732,16506.43233,6497.373672,76359.48008,1469.50952
2156,40108.12123,4832.680218,55690.80366,13892.54627,4784.407795,3088.919161,5196.402785,16037.99233,8384.156209,14450.9637,41405.08463,22680.63012,16557.54355,6570.157331,78087.82414,1488.405055
2157,40274.11651,4872.900573,56136.85047,13966.13764,4823.432682,3110.886922,5234.205843,16216.00643,8492.137187,14587.78364,41970.99637,22931.60981,16608.81303,6643.756314,79855.28808,1507.543556
