year,,,,,,,,,,,,,,,,
,USA,CAN,WEU  ,JPK,ANZ,CEE,FSU,MDE,CAM,SAM,SAS,SEA,CHI,NAF,SSA,SIS
2117,453.8011809,53.53517295,437.4885233,94.08604951,47.75863636,73.75486734,240.9232925,522.3222185,202.2484033,402.1486476,2179.275032,631.3290189,683.9079813,240.1467542,2598.558068,37.47448987
2118,453.8991185,53.47144123,436.7336664,93.42833885,47.69985085,73.41882557,240.1626527,521.7890723,201.9356685,400.6876936,2172.376461,628.8310969,678.3592427,239.6495558,2602.758522,37.3377295
2119,453.9970773,53.40778538,435.9801119,92.77522593,47.64113771,73.08431488,239.4044143,521.2564703,201.6234172,399.2320471,2165.499728,626.3430581,672.8555225,239.1533867,2606.965767,37.20146822
2120,454.0950572,53.34420531,435.2278577,92.12667861,47.58249683,72.75132828,238.6485699,520.724412,201.3116487,397.7816888,2158.644763,623.8648636,667.3964556,238.658245,2611.179812,37.06570421
2121,454.1869357,53.28467883,434.5310551,91.52345679,47.52760768,72.44125599,237.9429125,520.2421858,201.0203385,396.4302868,2152.275169,621.5622592,662.3261214,238.1956222,2615.189989,36.93981429
2122,454.2788328,53.22521878,433.8353681,90.92418471,47.47278184,72.13250525,237.2393415,519.7604063,200.7294498,395.083476,2145.924369,619.2681534,657.2943075,237.7338961,2619.206324,36.81435195
2123,454.3707484,53.16582508,433.1407949,90.32883651,47.41801925,71.82507043,236.537851,519.2790729,200.4389821,393.7412408,2139.592309,616.9825149,652.3007212,237.2730651,2623.228828,36.68931572
2124,454.4626827,53.10649765,432.4473337,89.73738649,47.36331983,71.51894593,235.8384347,518.7981852,200.1489346,392.4035656,2133.278933,614.7053124,647.345072,236.8131274,2627.257509,36.56470417
2125,454.5546355,53.04723643,431.7549828,89.14980914,47.30868351,71.21412615,235.1410865,518.3177429,199.8593069,391.0704349,2126.984187,612.4365147,642.4270719,236.3540812,2631.292378,36.44051585
2126,454.6404779,52.99199591,431.1160758,88.60548132,47.25776547,70.93143189,234.4927783,517.8838758,199.589834,389.8333361,2121.158554,610.3367536,637.8771712,235.9270034,2635.110869,36.32578361
2127,454.7263364,52.93681292,430.4781144,88.06447703,47.20690223,70.64985981,233.8462576,517.450372,199.3207245,388.6001507,2115.348878,608.2441916,633.3594945,235.5006974,2638.934902,36.21141261
2128,454.8122112,52.8816874,429.8410969,87.52677599,47.15609373,70.36940547,233.2015193,517.017231,199.0519778,387.3708663,2109.555113,606.1588041,628.8738137,235.0751616,2642.764485,36.09740169
2129,454.8981022,52.82661928,429.2050221,86.99235802,47.10533992,70.09006444,232.5585587,516.5844525,198.7835934,386.1454705,2103.777218,604.0805663,624.419902,234.6503947,2646.599625,35.98374974
2130,454.9840094,52.7716085,428.5698886,86.46120309,47.05464073,69.81183229,231.9173709,516.1520364,198.5155709,384.9239512,2098.015147,602.0094539,619.9975346,234.2263954,2650.44033,35.87045563
2131,455.0637976,52.72058786,427.9863631,85.97143621,47.00762875,69.55501083,231.3241723,515.763149,198.2674231,383.7958003,2092.707262,600.1014365,615.9248945,233.8338576,2654.052761,35.76624434
2132,455.1435998,52.66961655,427.4036321,85.48444365,46.96066374,69.29913415,230.7324911,515.3745546,198.0195854,382.6709559,2087.412805,598.1994664,611.8790068,233.4419776,2657.670115,35.6623358
