model,scenario,region,variable,unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,79.76772146,NA,74.19982708,NA,71.62019507,NA,73.37967773,NA,74.96236797,NA,77.62572156,NA,79.65656396,NA,81.60363857
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,19.47371718,NA,17.44501842,NA,16.56254429,NA,16.60426679,NA,16.7115025,NA,16.67896999,NA,16.4483734,NA,16.27240514
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,29.51555224,NA,27.61560416,NA,26.79714832,NA,27.00097273,NA,27.2972124,NA,27.57356465,NA,28.25082442,NA,29.07047053
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,37.23836937,NA,38.95891594,NA,41.76280556,NA,44.80464333,NA,48.64127797,NA,52.37384631,NA,55.68479467,NA,58.3876316
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,25.68956291,NA,32.81285881,NA,42.21259269,NA,53.87981109,NA,69.12286654,NA,89.98466459,NA,114.339254,NA,144.3136598
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,96.77696733,NA,93.39707132,NA,92.1714736,NA,92.32323707,NA,92.10585953,NA,90.59024891,NA,87.88995365,NA,84.86010445
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,59.98549349,NA,57.14887998,NA,57.23975144,NA,59.70457641,NA,62.38475551,NA,65.81157046,NA,69.46758032,NA,73.18994279
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,46.81452957,NA,58.21011325,NA,66.70551939,NA,81.19355659,NA,97.7457241,NA,115.0099982,NA,133.3059347,NA,151.3225069
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,35.2714695,NA,39.75161904,NA,42.58519375,NA,44.945171,NA,48.79420234,NA,52.73716025,NA,58.58924124,NA,64.54161046
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,38.70274282,NA,46.49347725,NA,52.53309919,NA,58.65854292,NA,66.69181787,NA,74.68883319,NA,80.246806,NA,87.06761856
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,78.59403807,NA,74.17276411,NA,71.51760321,NA,72.48378615,NA,73.97339704,NA,76.65784154,NA,79.39215086,NA,81.43617178
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,18.23984257,NA,16.67621877,NA,16.21716241,NA,16.35930336,NA,16.39016303,NA,16.42021328,NA,16.42339789,NA,16.31604783
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,28.64418391,NA,27.144141,NA,25.44901452,NA,25.76111641,NA,26.50665916,NA,27.3649437,NA,28.2585636,NA,29.12451475
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,37.125674,NA,39.15529903,NA,41.61655283,NA,44.67377297,NA,48.57193641,NA,52.0512598,NA,55.63027413,NA,58.38763007
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,25.6543182,NA,32.74418467,NA,41.87399236,NA,53.6814408,NA,69.12286654,NA,89.98466459,NA,114.339254,NA,144.3136598
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,95.75556295,NA,92.60799305,NA,91.49508389,NA,92.14922639,NA,92.05417252,NA,90.72926592,NA,88.03142428,NA,85.15628732
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,59.74644671,NA,56.90750103,NA,57.04522572,NA,59.52640893,NA,62.22454621,NA,65.78663659,NA,69.45201233,NA,73.19864073
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,46.1910572,NA,57.85613767,NA,66.66816035,NA,81.29254011,NA,97.72239407,NA,115.0130497,NA,133.2810203,NA,151.3155371
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,35.09074733,NA,39.28115811,NA,42.07637932,NA,44.28000057,NA,48.56908042,NA,52.6477915,NA,58.54322492,NA,64.50851462
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,38.51675433,NA,46.14153138,NA,52.31147128,NA,58.65854292,NA,66.69181787,NA,74.72632199,NA,80.23465136,NA,87.06761856
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,78.92154684,NA,74.15888363,NA,71.24135281,NA,72.96280227,NA,74.0169598,NA,76.96298515,NA,79.42523013,NA,81.47434879
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,18.19894536,NA,16.59166291,NA,16.1475521,NA,16.3083024,NA,16.35848723,NA,16.4427852,NA,16.44105222,NA,16.31045116
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,28.50698879,NA,26.6108531,NA,24.98707595,NA,25.40880358,NA,26.33771243,NA,27.3649437,NA,28.2585636,NA,29.12451475
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,37.03440258,NA,39.2619017,NA,41.53199357,NA,44.43520968,NA,48.30671637,NA,52.02763258,NA,55.63027413,NA,58.38763007
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,27.61994866,NA,34.29819247,NA,44.3051204,NA,56.97557494,NA,71.20579488,NA,91.03257541,NA,114.565261,NA,144.2908527
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,102.5132447,NA,102.1416203,NA,102.8201159,NA,100.1514092,NA,97.832067,NA,94.23894167,NA,90.60476861,NA,86.65183613
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,63.78910931,NA,61.69963149,NA,61.31021055,NA,63.19129726,NA,65.1809318,NA,67.58381012,NA,70.51283967,NA,73.69104738
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,48.84687087,NA,64.07727111,NA,72.948529,NA,84.84770761,NA,99.36474359,NA,115.7377951,NA,133.2690108,NA,151.0250895
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,36.18036279,NA,41.57812975,NA,42.91200179,NA,46.46608943,NA,50.66109051,NA,54.06913231,NA,60.22018215,NA,65.10558713
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,39.9740195,NA,49.4169913,NA,54.5971531,NA,61.25545748,NA,68.07954707,NA,74.78868347,NA,80.23271056,NA,87.06762119
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,82.74156612,NA,86.56670835,NA,79.88219145,NA,76.88145945,NA,76.17746955,NA,78.12463326,NA,79.88035875,NA,81.32399898
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,19.8366349,NA,19.98161167,NA,18.10148274,NA,17.2157479,NA,17.0514626,NA,16.9777447,NA,16.8417121,NA,16.61682374
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,29.65373007,NA,30.64636322,NA,28.20614513,NA,27.80890179,NA,29.20120877,NA,29.43512765,NA,29.26018069,NA,29.51705465
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_15,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,38.16301968,NA,44.61635747,NA,49.40550657,NA,50.30782592,NA,52.24809248,NA,55.3254339,NA,58.483581,NA,60.40472025
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,26.35523407,NA,33.70005779,NA,43.39170832,NA,54.86257556,NA,70.51293004,NA,90.83591996,NA,114.5584086,NA,144.3539761
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,99.09653287,NA,96.76168551,NA,96.17886185,NA,94.98554275,NA,94.58849358,NA,91.82717207,NA,88.72114901,NA,86.77722309
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,52.32108626,NA,50.76702223,NA,50.42314579,NA,51.61105107,NA,53.68384115,NA,56.22122178,NA,59.13145387,NA,62.24960401
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,46.98092277,NA,59.49825783,NA,69.31487713,NA,82.03678141,NA,97.94739135,NA,115.2426536,NA,133.4626855,NA,151.272489
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,35.70035645,NA,40.0120064,NA,42.67906918,NA,44.44909592,NA,49.20092865,NA,52.64579017,NA,57.64412986,NA,63.2062974
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,39.30768691,NA,47.27448318,NA,53.62198575,NA,59.60932979,NA,66.72299191,NA,74.64711158,NA,80.28349513,NA,87.06761856
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,68.7814238,NA,63.73161074,NA,60.66155913,NA,62.41372542,NA,63.84627253,NA,65.46165402,NA,66.86676741,NA,68.31466654
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,16.64573019,NA,14.8142538,NA,14.0338884,NA,14.04150415,NA,14.11996044,NA,14.01321806,NA,13.90990405,NA,13.82657198
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,25.62212366,NA,23.57621618,NA,23.48934025,NA,23.6133846,NA,24.28449084,NA,23.91431707,NA,24.00921141,NA,24.69098774
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_50,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,37.50031087,NA,40.33796876,NA,42.83704731,NA,45.80868789,NA,49.71288597,NA,53.14298881,NA,56.1503529,NA,58.56473535
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,26.49685529,NA,32.86434769,NA,42.31120422,NA,53.98210752,NA,69.17514429,NA,89.96770092,NA,114.3231197,NA,144.3136598
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,96.90740921,NA,93.9025659,NA,92.85369687,NA,92.97396852,NA,92.44596758,NA,90.76228588,NA,88.06002961,NA,84.96737578
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,60.67931477,NA,57.62566193,NA,57.32531431,NA,59.75230358,NA,62.42594295,NA,65.79495927,NA,69.46953449,NA,73.1862061
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,46.93141392,NA,58.55768281,NA,67.32171781,NA,81.20436894,NA,97.71041174,NA,115.0042985,NA,133.2781923,NA,151.297833
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,35.36439775,NA,39.95727818,NA,42.25476204,NA,45.11378674,NA,49.33175449,NA,52.80805747,NA,58.52432548,NA,64.45697007
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,39.02590085,NA,46.63040658,NA,52.65147009,NA,58.6588404,NA,66.69181787,NA,74.64711158,NA,80.23270862,NA,87.06761856
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,79.16815455,NA,74.44699059,NA,71.80654082,NA,73.53824307,NA,74.32621509,NA,76.9884239,NA,79.456569,NA,81.43360175
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,18.74260895,NA,16.89359782,NA,16.43025222,NA,16.50068203,NA,16.57919898,NA,16.51580334,NA,16.44105222,NA,16.31604783
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,28.58712262,NA,27.38673111,NA,25.81745661,NA,26.0142703,NA,26.69702743,NA,27.51058474,NA,28.2585636,NA,29.12451475
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,37.09817084,NA,39.02556188,NA,41.96571966,NA,44.94242898,NA,48.71835193,NA,52.13961942,NA,55.63027413,NA,58.38763007
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,25.47990409,NA,32.18355242,NA,41.53728073,NA,53.70415103,NA,69.36725142,NA,89.98513712,NA,115.0563607,NA,145.6864281
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,92.65974891,NA,89.81813036,NA,90.10883244,NA,91.43825069,NA,91.87510551,NA,90.61509337,NA,87.94341676,NA,86.16092092
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,57.80555347,NA,55.02226649,NA,55.98698746,NA,59.03546444,NA,62.1145045,NA,65.71629027,NA,69.65627929,NA,73.62727659
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,45.92127984,NA,57.07337237,NA,66.86962671,NA,81.28545478,NA,97.63869526,NA,115.0202426,NA,133.3607989,NA,151.3578961
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,34.58824883,NA,39.37257339,NA,40.5956423,NA,43.14069576,NA,48.16238381,NA,52.60824997,NA,60.29891999,NA,65.41076633
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,38.3181475,NA,45.9387536,NA,51.91382619,NA,58.65854292,NA,66.80680327,NA,74.72350665,NA,80.23270862,NA,87.06761856
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,78.04132635,NA,71.51970289,NA,69.64044168,NA,71.19431958,NA,74.08534211,NA,77.34204892,NA,79.45294724,NA,81.04687314
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,18.15509867,NA,16.48535264,NA,15.93330671,NA,16.03798913,NA,16.29022155,NA,16.42782513,NA,16.41643062,NA,16.30441205
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,27.98379856,NA,25.84488007,NA,24.41815142,NA,25.18026003,NA,26.43778979,NA,27.47880852,NA,28.39809088,NA,29.29548357
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,36.7457915,NA,38.01216022,NA,40.65209927,NA,43.80604517,NA,48.1117939,NA,52.02356152,NA,55.63027413,NA,58.49788702
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,25.53805048,NA,32.2882522,NA,41.53655578,NA,53.70325024,NA,69.36667398,NA,89.98486975,NA,114.8033504,NA,145.6861862
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,93.31145808,NA,90.33192493,NA,90.39697454,NA,91.44143722,NA,91.87816435,NA,90.61847058,NA,87.94294012,NA,86.00381256
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,57.78199779,NA,55.01881167,NA,56.01080047,NA,59.08202128,NA,62.13402423,NA,65.68886849,NA,69.48338734,NA,73.47134011
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,45.93606715,NA,57.05892706,NA,66.8738457,NA,81.28725911,NA,97.63869526,NA,115.0189486,NA,133.3632631,NA,151.3553991
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,34.59053634,NA,39.38333891,NA,40.60090855,NA,43.10342884,NA,48.10717205,NA,52.54959644,NA,60.02515783,NA,65.24579232
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,38.3181475,NA,45.9387536,NA,51.91382619,NA,58.65854292,NA,66.80680327,NA,74.72051423,NA,80.23270862,NA,87.06761856
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,78.06117503,NA,71.7072835,NA,69.6662629,NA,71.22988634,NA,74.10054067,NA,77.35955385,NA,79.62421986,NA,81.15270803
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,18.18039528,NA,16.49760045,NA,15.9574192,NA,16.03798913,NA,16.29022155,NA,16.42318737,NA,16.42298303,NA,16.29658113
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,28.05958615,NA,25.94366806,NA,24.4910972,NA,25.17524425,NA,26.42876998,NA,27.46775555,NA,28.38454683,NA,29.27888746
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,36.82352569,NA,38.1921994,NA,40.69742053,NA,43.81040674,NA,48.11501023,NA,52.02356152,NA,55.63027413,NA,58.38763007
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,25.57624453,NA,32.48938401,NA,41.62781127,NA,53.7024209,NA,69.3667289,NA,89.98486975,NA,114.3394492,NA,144.9594957
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,93.621697,NA,90.73151984,NA,90.43903785,NA,91.46860003,NA,91.89565247,NA,90.62901514,NA,87.95071593,NA,86.00374778
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,57.72674606,NA,54.98991001,NA,55.9789348,NA,59.0322093,NA,62.09744556,NA,65.71742926,NA,69.46312568,NA,73.2171056
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,45.96075248,NA,57.13142915,NA,66.87416201,NA,81.28739439,NA,97.63869526,NA,115.018046,NA,133.362145,NA,151.3578901
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,34.6129541,NA,39.46071021,NA,40.91004725,NA,43.12824615,NA,48.12098006,NA,52.51862036,NA,59.27130402,NA,64.70907078
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,38.3181475,NA,45.94218488,NA,51.91382619,NA,58.65854292,NA,66.806824,NA,74.71496474,NA,80.23270862,NA,87.06761856
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,78.07497838,NA,72.06253003,NA,69.96931294,NA,71.22798582,NA,73.92054389,NA,77.15243049,NA,79.52133334,NA,81.03676444
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,18.18342482,NA,16.48888528,NA,16.03854429,NA,16.08695311,NA,16.29022155,NA,16.42318737,NA,16.42298303,NA,16.30934706
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,28.08742396,NA,26.07937904,NA,24.5850031,NA,25.18408683,NA,26.44511205,NA,27.46945048,NA,28.38662375,NA,29.2814324
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,36.89883004,NA,38.24393716,NA,40.702923,NA,43.80912375,NA,48.11406413,NA,52.02356152,NA,55.63027413,NA,58.38763007
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,25.58703847,NA,32.54622542,NA,41.66243901,NA,53.69774204,NA,69.36452751,NA,89.98486975,NA,114.3394492,NA,144.3323942
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,93.8115975,NA,90.9922925,NA,90.63225086,NA,91.51901297,NA,91.92831775,NA,90.64902756,NA,87.96547357,NA,85.97463231
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,57.76526378,NA,55.06094505,NA,56.00530479,NA,59.07126541,NA,62.10895361,NA,65.70866977,NA,69.45600355,NA,73.20961613
