model,scenario,region,variable,unit,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,45.96268909,NA,57.16707691,NA,66.87480674,NA,81.28847556,NA,97.63869526,NA,115.0194681,NA,133.3690479,NA,151.3578322
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,34.6382173,NA,39.13748316,NA,41.37715345,NA,43.33988034,NA,48.17623167,NA,52.48336887,NA,58.60323746,NA,64.49336363
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,38.38189839,NA,46.00957772,NA,51.94849357,NA,58.65854292,NA,66.69181787,NA,74.69541496,NA,80.23270862,NA,87.06761856
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,78.05337861,NA,72.10237818,NA,70.17488342,NA,71.46253906,NA,73.75263941,NA,76.99700387,NA,79.2997378,NA,80.89853033
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,18.24225164,NA,16.52953016,NA,16.0900687,NA,16.12625978,NA,16.29022155,NA,16.42318737,NA,16.42298303,NA,16.30934706
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,28.16093871,NA,26.21820584,NA,24.59564157,NA,25.13705203,NA,26.35705173,NA,27.3649437,NA,28.2585636,NA,29.12451475
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,36.91937157,NA,38.43672703,NA,40.79090633,NA,43.81848485,NA,48.11217906,NA,52.02356152,NA,55.63027413,NA,58.38763007
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,25.75181603,NA,32.72797028,NA,41.87438633,NA,53.68427934,NA,69.25712263,NA,89.98486975,NA,114.3394492,NA,144.3323942
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,93.97508368,NA,91.45300926,NA,90.80642392,NA,91.59722461,NA,91.97906614,NA,90.68022572,NA,87.98847985,NA,85.9185297
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,57.73514707,NA,55.05890888,NA,56.09528911,NA,59.12562076,NA,62.08746594,NA,65.6836358,NA,69.41055745,NA,73.16417003
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,46.05454891,NA,57.34133237,NA,66.86362513,NA,81.29036536,NA,97.63869526,NA,115.0132081,NA,133.3163293,NA,151.3412855
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,34.84786722,NA,39.02717336,NA,41.55598598,NA,43.46369062,NA,48.29004546,NA,52.64650919,NA,58.65876656,NA,64.54751534
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,38.36163864,NA,45.93596879,NA,51.94849357,NA,58.65854292,NA,66.69181787,NA,74.69541496,NA,80.23270862,NA,87.06761856
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,78.3391239,NA,72.40941266,NA,70.67084367,NA,71.93960903,NA,73.88568632,NA,77.12899592,NA,79.67996999,NA,81.14823591
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,18.26417049,NA,16.54584026,NA,16.11053833,NA,16.14055479,NA,16.29612175,NA,16.43704141,NA,16.43773871,NA,16.31024869
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,28.27878246,NA,26.3721663,NA,24.71091814,NA,25.23635596,NA,26.43062614,NA,27.4541823,NA,28.36791448,NA,29.25850712
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,37.01965019,NA,38.63657048,NA,41.00461464,NA,44.00480293,NA,48.13763637,NA,52.02356152,NA,55.63027413,NA,58.38763007
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,27.54477835,NA,34.38773173,NA,44.21757751,NA,56.79072661,NA,71.91755928,NA,91.2236923,NA,115.4935095,NA,144.7015753
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,103.0142733,NA,107.4814332,NA,106.0657943,NA,102.6329768,NA,99.93439975,NA,96.6179563,NA,91.75663788,NA,87.22065989
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,63.80625202,NA,63.31549562,NA,63.21591466,NA,63.34905476,NA,65.51094569,NA,68.01684753,NA,70.63031544,NA,73.78218769
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,48.8627378,NA,64.21399685,NA,72.96930283,NA,85.21102897,NA,99.82198278,NA,115.2488508,NA,133.202364,NA,151.0346058
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,36.18567791,NA,41.39943817,NA,42.63479178,NA,46.18804614,NA,52.19129118,NA,56.32189223,NA,62.94136423,NA,67.68268865
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,39.97802767,NA,49.29424987,NA,54.11216247,NA,61.09940336,NA,68.62811239,NA,75.40208181,NA,80.33109073,NA,87.06762115
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,82.701297,NA,86.69500933,NA,80.36452982,NA,77.52309629,NA,77.28256051,NA,79.40076141,NA,80.79919574,NA,82.15286396
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,19.83122712,NA,20.00571822,NA,18.17764042,NA,17.32021836,NA,17.29274353,NA,17.25538572,NA,17.05225656,NA,16.82365978
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,29.65373025,NA,30.64076933,NA,28.20297577,NA,27.85598411,NA,29.28837465,NA,30.13917336,NA,29.91941083,NA,29.73505589
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_15,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,38.00738442,NA,43.6587347,NA,44.48239678,NA,46.64162283,NA,50.08755805,NA,53.69756485,NA,56.66781294,NA,59.24353256
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,R10AFRICA,Final Energy,EJ/yr,10.14464613,11.23800334,16.77224395,NA,21.08637964,NA,26.9258003,NA,33.05898369,NA,42.96952408,NA,54.14130419,NA,69.20696306,NA,90.09642114,NA,114.4470768,NA,144.567313
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,R10CHINA+,Final Energy,EJ/yr,34.26728786,47.91249366,66.65795779,NA,87.43161057,NA,99.15961921,NA,97.9578886,NA,96.89666522,NA,94.54695645,NA,93.6537675,NA,91.28438279,NA,88.31540096,NA,85.29356734
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,R10EUROPE,Final Energy,EJ/yr,55.25202039,59.41518102,58.48178485,NA,64.00850257,NA,61.1318429,NA,59.77482885,NA,59.39392357,NA,60.6101526,NA,63.03859702,NA,66.06858161,NA,69.61575319,NA,73.48980609
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,R10INDIA+,Final Energy,EJ/yr,18.13708586,21.30011916,25.93375449,NA,35.20873814,NA,46.61603638,NA,58.90694579,NA,68.05547401,NA,81.26078886,NA,97.68332422,NA,114.9859202,NA,133.2409933,NA,151.2700971
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,R10LATIN_AM,Final Energy,EJ/yr,18.59390051,20.60340017,24.28011873,NA,30.47574491,NA,35.53900578,NA,40.16565357,NA,43.18389595,NA,46.36931241,NA,51.77513688,NA,55.02374961,NA,59.28279922,NA,64.48389193
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,R10MIDDLE_EAST,Final Energy,EJ/yr,13.73600754,17.66923491,22.86609216,NA,30.61237989,NA,39.2929529,NA,47.08094296,NA,53.30295345,NA,59.26595808,NA,66.69672523,NA,74.64711345,NA,80.23271118,NA,87.06762119
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,R10NORTH_AM,Final Energy,EJ/yr,72.2755001,74.31337595,71.14406966,NA,76.19344945,NA,81.12001504,NA,75.04848963,NA,72.12492045,NA,73.1058283,NA,74.968053,NA,77.38212407,NA,79.63183163,NA,81.64210489
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,R10PAC_OECD,Final Energy,EJ/yr,17.90237941,18.17999554,17.72024398,NA,19.12384057,NA,19.46003305,NA,17.43870261,NA,16.56457931,NA,16.60029369,NA,16.71305236,NA,16.67963727,NA,16.44802657,NA,16.27219274
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,R10REF_ECON,Final Energy,EJ/yr,23.65846602,24.82187948,26.01172312,NA,29.45044989,NA,29.48515978,NA,27.48227477,NA,26.22995968,NA,26.39177324,NA,26.91126073,NA,27.56059902,NA,28.24077352,NA,29.08209592
MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,R10REST_ASIA,Final Energy,EJ/yr,18.01722527,21.30193832,25.22995784,NA,31.46865383,NA,37.24017513,NA,39.01389558,NA,41.7739501,NA,44.80679993,NA,48.64813006,NA,52.37221595,NA,55.68206553,NA,58.3876316
